'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'MATHEMATICS","'99.60140228"
"'1","'LINE","'MATHEMATICS","'99.96014404"
"'1","'LINE","'STUDENT'S TEXTBOOK","'79.57190704"
"'1","'LINE","'11","'99.97070313"
"'1","'LINE","'STUDENT'S TEXTBOOK","'79.43239594"
"'1","'LINE","'GRADE","'100.00000000"
"'1","'LINE","'GRADE","'100.00000000"
"'1","'LINE","'11","'99.97070313"
"'1","'LINE","'MATHEMATICS STUDENT'S TEXTBOOK GRADE 11","'97.35765839"
"'1","'LINE","'2","'99.18945313"
"'1","'LINE","'1.5","'99.36224365"
"'1","'LINE","'/ (x) = X ""","'78.04823303"
"'1","'LINE","'1","'98.52459717"
"'1","'LINE","'0.5","'99.80069733"
"'1","'LINE","'-3","'99.76164246"
"'1","'LINE","'-2","'99.73233795"
"'1","'LINE","'.1","'50.66226578"
"'1","'LINE","'1","'98.90465546"
"'1","'LINE","'2","'99.34410858"
"'1","'LINE","'3","'98.95427704"
"'1","'LINE","'x","'60.54926682"
"'1","'LINE","'-0.5","'99.15317535"
"'1","'LINE","'ISBN 978-99990-0-026-0","'98.22943115"
"'1","'LINE","'9 ""789999""000260"">","'91.82348633"
"'1","'LINE","'MINIS ather HOITE","'46.12769699"
"'1","'LINE","'FEDERAL DEMOCRATIC REPUBLIC OF ETHIOPIA","'99.99202728"
"'1","'LINE","'MINIS +908 ather HOUT","'34.90700150"
"'1","'LINE","'FEDERAL DEMOCRATIC REPUBLIC OF ETHIOPIA","'99.99202728"
"'1","'LINE","'MINISTRY OF EDUCATION","'100.00000000"
"'1","'LINE","'FDRE","'99.93083954"
"'1","'LINE","'MINISTRY OF EDUCATION","'100.00000000"
"'2","'LINE","'Take Good Care of","'99.97030640"
"'2","'LINE","'This Textbook","'100.00000000"
"'2","'LINE","'* << GRADE","'65.02750397"
"'2","'LINE","'This Textbook is the property of your school.","'99.98891449"
"'2","'LINE","'Take good care not to damage or lose it.","'99.98137665"
"'2","'LINE","'ETHIOPIA","'40.49684906"
"'2","'LINE","'Here are 10 ideas to help take care of the book:","'99.99467468"
"'2","'LINE","'FEDERAL","'88.49160767"
"'2","'LINE","'1. Cover the book with protective materials, such as plastic, old","'99.95133209"
"'2","'LINE","'newspapers or magazines.","'99.90426636"
"'2","'LINE","'2. Always keep the textbook in a clear dry place.","'99.69941711"
"'2","'LINE","'3. Be sure your hands are clean when you use the textbook.","'99.95959473"
"'2","'LINE","'4. Do not write on the cover or inside pages.","'99.97745514"
"'2","'LINE","'5. Use a piece of paper or cardboard as a textbook mark.","'99.75649261"
"'2","'LINE","'6. Never tear or cut out any pictures or pages.","'99.97640228"
"'2","'LINE","'7. Repair any torn pages with paste or tape.","'99.98037720"
"'2","'LINE","'8. Pack the textbook carefully when you place it in your school bag.","'99.98566437"
"'2","'LINE","'9. Handle the textbook with care when you passing it to another person.","'99.99098969"
"'2","'LINE","'10. When using a new textbook for the first time, lay it on its back. Open","'99.86450195"
"'2","'LINE","'only a few pages at a time. Press lightly along the bound edge as you","'99.69201660"
"'2","'LINE","'turn the pages. This will keep the cover in good condition.","'99.95310974"
"'3","'LINE","'MATHEMATICS","'99.91131592"
"'3","'LINE","'STUDENT'S TEXTBOOK","'93.18399048"
"'3","'LINE","'GRADE","'100.00000000"
"'3","'LINE","'11","'99.80468750"
"'3","'LINE","'Writers:","'99.93083954"
"'3","'LINE","'Tilahun Abebaw (PhD)","'99.95688629"
"'3","'LINE","'Abera Abate (PhD)","'99.96366119"
"'3","'LINE","'Editors:","'99.96093750"
"'3","'LINE","'Zewdu Desalegn (MSc) (Content Editor)","'99.86121368"
"'3","'LINE","'Solomon Melesse (Prof., PhD) (Curriculum Editor)","'99.90074921"
"'3","'LINE","'Melaku Wakuma (PhD)","'99.99674225"
"'3","'LINE","'(Language Editor)","'99.79661560"
"'3","'LINE","'Illustrator:","'99.56153870"
"'3","'LINE","'Zerihun Kinfe (PhD)","'99.86414337"
"'3","'LINE","'Designer:","'99.96014404"
"'3","'LINE","'Berie Getie (MSc)","'99.97342682"
"'3","'LINE","'Evaluators:","'99.88042450"
"'3","'LINE","'Dawit Ayalneh Tebekew (MSc)","'99.94304657"
"'3","'LINE","'Matebie Alemayehu Wasihun (MA)","'99.60892487"
"'3","'LINE","'Mustefa Kedir Edao (BEd)","'99.89038849"
"'3","'LINE","'Tesfaye Sileshi (MA)","'99.46202850"
"'3","'LINE","'DELIVERY","'11.46623898"
"'3","'LINE","'FEDERAL DEMOCRATIC REPUBLIC OF ETHIOPIA","'99.96029663"
"'3","'LINE","'ARESTNTM","'23.25753403"
